sampler,benchmark,subset,eigvec_group,eigvec_idx,eigenvalue,delta_alpha,max_revival_delta,classification
asbs,b5,S0123,min5,2,-1.4633185863494873,"[-0.007400006055831909, 0.01260000467300415, -0.005199998617172241, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,min5,3,-1.4346914291381836,"[-0.0003999769687652588, 0.0034999996423721313, -0.0031000077724456787, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,min5,4,-1.3711528778076172,"[-0.0018999874591827393, 0.0067999958992004395, -0.0049000084400177, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,max5,0,5.525169372558594,"[-0.007899999618530273, 0.0037000030279159546, 0.004199981689453125, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,max5,1,14.848700523376465,"[0.002400010824203491, 0.005899995565414429, -0.00830000638961792, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,max5,2,29.804119110107422,"[0.00550001859664917, 0.0023999959230422974, -0.007899999618530273, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,max5,3,30.175655364990234,"[0.0006999969482421875, 0.0034999996423721313, -0.004200011491775513, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,max5,4,66.30235290527344,"[0.008599996566772461, 0.006899997591972351, -0.015500009059906006, 0.0, 0.0]",0.0,surviving
asbs,b5,S0234,min5,0,-2.6993141174316406,"[-0.0042999982833862305, -0.00019999966025352478, 0.004500001668930054, 0.0, 0.0]",0.00019999966025352478,surviving
asbs,b5,S0234,min5,1,-2.389303207397461,"[-0.006200015544891357, 0.00299999862909317, 0.0031999945640563965, 0.0, 0.0]",0.00299999862909317,surviving
asbs,b5,S0234,min5,2,-2.3632962703704834,"[-0.0012000203132629395, -0.0012000016868114471, 0.002400010824203491, 0.0, 0.0]",0.0012000016868114471,surviving
asbs,b5,S0234,min5,3,-2.317610263824463,"[0.00019997358322143555, 0.0, -0.00020000338554382324, 0.0, 0.0]",0.0,surviving
asbs,b5,S0234,min5,4,-2.2838151454925537,"[0.001399993896484375, -0.003100000321865082, 0.0017000138759613037, 0.0, 0.0]",0.003100000321865082,surviving
asbs,b5,S0234,max5,0,7.776752471923828,"[-0.006600022315979004, 0.0018000006675720215, 0.004799991846084595, 0.0, 0.0]",0.0018000006675720215,surviving
asbs,b5,S0234,max5,1,23.910512924194336,"[-0.008700013160705566, -0.00019999966025352478, 0.00890001654624939, 0.0, 0.0]",0.00019999966025352478,surviving
asbs,b5,S0234,max5,2,57.40100860595703,"[-0.002499997615814209, 0.00039999932050704956, 0.0020999908447265625, 0.0, 0.0]",0.00039999932050704956,surviving
asbs,b5,S0234,max5,3,77.78058624267578,"[-0.004800021648406982, -0.0034999996423721313, 0.00830000638961792, 0.0, 0.0]",0.0034999996423721313,surviving
asbs,b5,S0234,max5,4,110.957275390625,"[-0.011200010776519775, 0.003699999302625656, 0.007499992847442627, 0.0, 0.0]",0.003699999302625656,surviving
asbs,b5,S3,min5,0,-123.43988800048828,"[-0.00040000003355089575, 0.0007000000332482159, 9.999999747378752e-05, -0.0004000067710876465, 0.0]",0.0007000000332482159,surviving
asbs,b5,S3,min5,1,-101.47432708740234,"[-0.0006000000284984708, 0.0007000000332482159, 0.00020000001677544788, -0.000299990177154541, 0.0]",0.0007000000332482159,surviving
asbs,b5,S3,min5,2,-98.75077056884766,"[-0.0003000000142492354, -0.00020000000949949026, -9.999999747378752e-05, 0.0006000399589538574, 0.0]",0.0003000000142492354,surviving
asbs,b5,S3,min5,3,-91.88845825195312,"[-0.0006000000284984708, 0.0005999999702908099, 9.999999747378752e-05, -9.995698928833008e-05, 0.0]",0.0006000000284984708,surviving
asbs,b5,S3,min5,4,-87.195068359375,"[-0.0003000000142492354, 0.0003999999607913196, 9.999999747378752e-05, -0.00019997358322143555, 0.0]",0.0003999999607913196,surviving
asbs,b5,S3,max5,0,119.672607421875,"[-0.0005000000310246833, 0.0002999999560415745, 0.00029999999242136255, -9.995698928833008e-05, 0.0]",0.0005000000310246833,surviving
asbs,b5,S3,max5,1,126.19841003417969,"[-0.00040000003355089575, 0.0008999999263323843, 0.00020000001677544788, -0.0006999969482421875, 0.0]",0.0008999999263323843,surviving
asbs,b5,S3,max5,2,151.30247497558594,"[-0.0006000000284984708, 0.00019999995129182935, -9.999999747378752e-05, 0.000500023365020752, 0.0]",0.0006000000284984708,surviving
asbs,b5,S3,max5,3,499.60479736328125,"[-0.0005000000310246833, 0.0005999999702908099, 0.0, -9.995698928833008e-05, 0.0]",0.0005999999702908099,surviving
asbs,b5,S3,max5,4,2156.48876953125,"[-0.0005000000310246833, 0.00010000000474974513, -9.999999747378752e-05, 0.000500023365020752, 0.0]",0.0005000000310246833,surviving
asbs,b5,S34,min5,0,-48.6488037109375,"[0.0002999999560415745, -0.0004999999655410647, 0.00040000002627493814, -0.00210002064704895, 0.001900017261505127]",0.0004999999655410647,surviving
asbs,b5,S34,min5,1,-39.803466796875,"[-0.00020000000949949026, 9.999994654208422e-05, 0.00029999999242136255, 0.01019999384880066, -0.010399997234344482]",0.00029999999242136255,surviving
asbs,b5,S34,min5,2,-36.27623748779297,"[0.0, -0.0010000000474974513, 0.00020000001677544788, 0.005199998617172241, -0.004400014877319336]",0.0010000000474974513,surviving
asbs,b5,S34,min5,3,-35.214820861816406,"[0.00019999995129182935, -0.0004999999655410647, 0.00020000001677544788, 0.004199981689453125, -0.004100024700164795]",0.0004999999655410647,surviving
asbs,b5,S34,min5,4,-34.78837203979492,"[-0.00010000003385357559, -0.00020000000949949026, 0.0005999999775667675, -0.00010001659393310547, -0.00019997358322143555]",0.0005999999775667675,surviving
asbs,b5,S34,max5,0,63.37857437133789,"[0.0005999999702908099, -0.00010000006295740604, 0.00040000002627493814, 0.007799983024597168, -0.008700013160705566]",0.0005999999702908099,surviving
asbs,b5,S34,max5,1,218.10958862304688,"[0.0, 0.0, 0.00040000002627493814, -0.001399993896484375, 0.0009999871253967285]",0.00040000002627493814,surviving
asbs,b5,S34,max5,2,344.4568786621094,"[0.00010000000474974513, -0.0004999999655410647, 0.00040000002627493814, 0.014200001955032349, -0.014199972152709961]",0.0004999999655410647,surviving
asbs,b5,S34,max5,3,867.5279541015625,"[0.00010000000474974513, 0.0003000000724568963, 0.00029999999242136255, 0.009799987077713013, -0.010500013828277588]",0.0003000000724568963,surviving
asbs,b5,S34,max5,4,909.642822265625,"[0.0002999999560415745, -0.0003000000724568963, 0.00020000001677544788, 0.01170000433921814, -0.011900007724761963]",0.0003000000724568963,surviving
